Unnamed: 0,id1,id2,size
,1734296280,1042145898,8.0
,1734296280,1044717652,3.0
,1734296280,1046805118,3.0
,1734296280,1068050608,3.0
,1734296280,1068954099,1.0
,1734296280,1070474272,6.0
,1734296280,1078868616,1.0
,1734296280,1104321707,6.0
,1734296280,1112572951,119.0
,1734296280,1145381057,1.0
,1734296280,1146075551,1.0
,1734296280,1187465735,1.0
,1734296280,1205157432,1.0
,1734296280,1212499367,1.0
,1734296280,1216660068,1.0
,1734296280,1220565800,4.0
,1734296280,1221730953,8.0
,1734296280,1238172624,2.0
,1734296280,1263483402,1.0
,1734296280,1278580974,3.0
,1734296280,1305764324,3.0
,1734296280,1313060995,1.0
,1734296280,1337754603,16.0
,1734296280,1347276736,1.0
,1734296280,1359932400,9.0
,1734296280,1365363954,4.0
,1734296280,1380839977,2.0
,1734296280,1383635801,5.0
,1734296280,1404319831,9.0
,1734296280,1424651731,1.0
,1734296280,1428579034,1.0
,1734296280,1452261165,3.0
,1734296280,1476423527,36.0
,1734296280,1541016783,1.0
,1734296280,1554086520,1.0
,1734296280,1559419720,1.0
,1734296280,1653184212,1.0
,1734296280,1657321083,1.0
,1734296280,1663460417,1.0
,1734296280,1756771072,1.0
,1734296280,1795581384,1.0
,1404319831,1068050608,1.0
,1404319831,1271785893,1.0
,1404319831,1278580974,1.0
,1404319831,1305764324,1.0
,1404319831,1308735211,5.0
,1404319831,1310079826,1.0
,1404319831,1337754603,3.0
,1404319831,1573495849,4.0
,1112572951,1003307527,2.0
,1112572951,1003921752,1.0
,1112572951,1007808042,1.0
,1112572951,1008079077,130.0
,1112572951,1022813253,6.0
,1112572951,1032211003,1.0
,1112572951,1036095159,1.0
,1112572951,1036240821,1.0
,1112572951,1042145898,346.0
,1112572951,1044717652,140.0
,1112572951,1046805118,76.0
,1112572951,1052226869,1.0
,1112572951,1066339952,1.0
,1112572951,1068050608,185.0
,1112572951,1068954099,116.0
,1112572951,1069707522,1.0
,1112572951,1070044994,5.0
,1112572951,1070197378,1.0
,1112572951,1070474272,27.0
,1112572951,1071756632,1.0
,1112572951,1078537079,1.0
,1112572951,1078868616,298.0
,1112572951,1080396475,3.0
,1112572951,1081155944,102.0
,1112572951,1081346563,9.0
,1112572951,1082120976,2.0
,1112572951,1083959863,63.0
,1112572951,1084120019,2.0
,1112572951,1084980152,1.0
,1112572951,1087277913,20.0
,1112572951,1089877643,108.0
,1112572951,1089989967,1.0
,1112572951,1093239221,3.0
,1112572951,1097605532,3.0
,1112572951,1101865730,6.0
,1112572951,1102923881,4.0
,1112572951,1104321707,235.0
,1112572951,1104347808,2.0
,1112572951,1104613391,44.0
,1112572951,1105313000,1.0
,1112572951,1105762061,1.0
,1112572951,1108203137,1.0
,1112572951,1109154668,6.0
,1112572951,1112572951,46.0
,1112572951,1113367447,3.0
,1112572951,1114578519,36.0
,1112572951,1115381850,71.0
,1112572951,1115878503,37.0
,1112572951,1115927573,2.0
,1112572951,1118030129,28.0
,1112572951,1120431398,1.0
,1112572951,1122114442,2.0
,1112572951,1123046314,41.0
,1112572951,1124837613,11.0
,1112572951,1125410776,2.0
,1112572951,1125929809,5.0
,1112572951,1129085742,2.0
,1112572951,1130425446,1.0
,1112572951,1130560021,7.0
,1112572951,1131298763,10.0
,1112572951,1133377932,1.0
,1112572951,1136295453,2.0
,1112572951,1137503527,7.0
,1112572951,1138287330,1.0
,1112572951,1140006584,38.0
,1112572951,1140512031,1.0
,1112572951,1143498471,5.0
,1112572951,1144952364,15.0
,1112572951,1145664746,21.0
,1112572951,1146064270,13.0
,1112572951,1152166287,2.0
,1112572951,1155100299,1.0
,1112572951,1156166013,7.0
,1112572951,1159810507,6.0
,1112572951,1161903399,1.0
,1112572951,1167356083,2.0
,1112572951,1168214231,2.0
,1112572951,1168931495,1.0
,1112572951,1171117007,2.0
,1112572951,1178364986,2.0
,1112572951,1179086644,1.0
,1112572951,1186713808,1.0
,1112572951,1187465735,1.0
,1112572951,1187668615,2.0
,1112572951,1190015286,1.0
,1112572951,1194174859,5.0
,1112572951,1194515007,1.0
,1112572951,1195022972,1.0
,1112572951,1198282476,9.0
,1112572951,1198784509,2.0
,1112572951,1199486678,31.0
,1112572951,1200001492,36.0
,1112572951,1200263583,11.0
,1112572951,1201028590,2.0
,1112572951,1202894920,1.0
,1112572951,1203861027,4.0
,1112572951,1204652329,30.0
,1112572951,1206007360,1.0
,1112572951,1206040673,4.0
,1112572951,1207293707,17.0
,1112572951,1209270042,1.0
,1112572951,1209625827,5.0
,1112572951,1210134655,2.0
,1112572951,1212499367,23.0
,1112572951,1216068602,1.0
,1112572951,1216091948,6.0
,1112572951,1216660068,1.0
,1112572951,1220565800,25.0
,1112572951,1222014419,1.0
,1112572951,1222606634,31.0
,1112572951,1222749655,1.0
,1112572951,1223565007,4.0
,1112572951,1224307348,1.0
,1112572951,1224361619,4.0
,1112572951,1225785166,13.0
,1112572951,1225922960,29.0
,1112572951,1227193726,3.0
,1112572951,1227308091,1.0
,1112572951,1227951913,1.0
,1112572951,1228020770,4.0
,1112572951,1231491589,1.0
,1112572951,1232818913,60.0
,1112572951,1234221664,1.0
,1112572951,1237465224,9.0
,1112572951,1238172624,41.0
,1112572951,1238801781,2.0
,1112572951,1238949530,13.0
,1112572951,1240912001,2.0
,1112572951,1241845806,22.0
,1112572951,1242067770,1.0
,1112572951,1242375645,1.0
,1112572951,1243038268,132.0
,1112572951,1243706799,13.0
,1112572951,1245297776,3.0
,1112572951,1246383502,3.0
,1112572951,1247134526,4.0
,1112572951,1248283657,3.0
,1112572951,1253929145,1.0
,1112572951,1254621676,2.0
,1112572951,1256274486,1.0
,1112572951,1256593510,1.0
,1112572951,1260413980,3.0
,1112572951,1261459655,6.0
,1112572951,1262451694,2.0
,1112572951,1263279718,1.0
,1112572951,1263483402,4.0
,1112572951,1265384511,1.0
,1112572951,1266109559,2.0
,1112572951,1267260771,3.0
,1112572951,1268494926,1.0
,1112572951,1270849606,18.0
,1112572951,1270937158,1.0
,1112572951,1277049440,3.0
,1112572951,1277536923,2.0
,1112572951,1278217592,1.0
,1112572951,1278580974,9.0
,1112572951,1280503491,11.0
,1112572951,1280589870,9.0
,1112572951,1280982644,2.0
,1112572951,1283005431,1.0
,1112572951,1285582137,47.0
,1112572951,1286361125,7.0
,1112572951,1286697603,15.0
,1112572951,1292436059,4.0
,1112572951,1293208307,1.0
,1112572951,1294018193,2.0
,1112572951,1294653134,1.0
,1112572951,1294665344,5.0
,1112572951,1295159323,3.0
,1112572951,1295718566,15.0
,1112572951,1295859531,1.0
,1112572951,1296152996,1.0
,1112572951,1296892902,12.0
,1112572951,1304102227,5.0
,1112572951,1304907952,2.0
,1112572951,1304989819,1.0
,1112572951,1305646742,3.0
,1112572951,1305764324,125.0
,1112572951,1306856781,1.0
,1112572951,1307209319,1.0
,1112572951,1310079826,13.0
,1112572951,1311149156,1.0
,1112572951,1311895312,18.0
,1112572951,1313060995,5.0
,1112572951,1315540598,1.0
,1112572951,1316744890,1.0
,1112572951,1317338277,59.0
,1112572951,1317526074,3.0
,1112572951,1319044132,2.0
,1112572951,1320563655,30.0
,1112572951,1323620151,3.0
,1112572951,1324358724,2.0
,1112572951,1325458889,1.0
,1112572951,1328646355,27.0
,1112572951,1332119541,1.0
,1112572951,1334880813,1.0
,1112572951,1335378602,5.0
,1112572951,1337754603,254.0
,1112572951,1338269939,1.0
,1112572951,1338627537,3.0
,1112572951,1339462990,7.0
,1112572951,1340507666,4.0
,1112572951,1343333666,1.0
,1112572951,1347276736,4.0
,1112572951,1347949787,3.0
,1112572951,1348719816,1.0
,1112572951,1350116003,20.0
,1112572951,1350511221,1.0
,1112572951,1352033416,1.0
,1112572951,1353067021,33.0
,1112572951,1353729204,1.0
,1112572951,1356794821,72.0
,1112572951,1357730013,1.0
,1112572951,1359932400,2.0
,1112572951,1360889563,1.0
,1112572951,1362280865,1.0
,1112572951,1363789135,2.0
,1112572951,1364251999,1.0
,1112572951,1364932479,6.0
,1112572951,1365363954,2.0
,1112572951,1368717476,4.0
,1112572951,1370044472,1.0
,1112572951,1370232400,7.0
,1112572951,1370844937,1.0
,1112572951,1373223957,5.0
,1112572951,1373346984,14.0
,1112572951,1373434501,1.0
,1112572951,1374558515,1.0
,1112572951,1374796789,7.0
,1112572951,1377632208,1.0
,1112572951,1377720489,9.0
,1112572951,1378617497,4.0
,1112572951,1379701945,1.0
,1112572951,1379965249,5.0
,1112572951,1380839977,6.0
,1112572951,1381599831,3.0
,1112572951,1381884016,3.0
,1112572951,1383635801,51.0
,1112572951,1385100210,3.0
,1112572951,1385229809,5.0
,1112572951,1385302926,9.0
,1112572951,1385359033,8.0
,1112572951,1386543018,28.0
,1112572951,1387168443,1.0
,1112572951,1387846264,1.0
,1112572951,1389168730,3.0
,1112572951,1389505022,2.0
,1112572951,1390044481,77.0
,1112572951,1390761032,5.0
,1112572951,1394184520,2.0
,1112572951,1395400220,21.0
,1112572951,1395871963,1.0
,1112572951,1397667613,16.0
,1112572951,1400462869,1.0
,1112572951,1400999067,1.0
,1112572951,1404319831,23.0
,1112572951,1409977710,2.0
,1112572951,1410443450,1.0
,1112572951,1411178763,7.0
,1112572951,1411716037,6.0
,1112572951,1412364166,1.0
,1112572951,1412785908,3.0
,1112572951,1413275904,170.0
,1112572951,1413867576,11.0
,1112572951,1416292877,2.0
,1112572951,1416595280,1.0
,1112572951,1422691812,3.0
,1112572951,1423974785,11.0
,1112572951,1424651731,3.0
,1112572951,1424988670,1.0
,1112572951,1428579034,23.0
,1112572951,1430833281,33.0
,1112572951,1432377018,68.0
,1112572951,1432415169,1.0
,1112572951,1432949332,9.0
,1112572951,1433240774,6.0
,1112572951,1435166476,1.0
,1112572951,1443326813,2.0
,1112572951,1445204077,1.0
,1112572951,1445922125,2.0
,1112572951,1446357227,2.0
,1112572951,1446967004,59.0
,1112572951,1447053917,1.0
,1112572951,1448473821,5.0
,1112572951,1448963289,1.0
,1112572951,1449447461,1.0
,1112572951,1449792554,11.0
,1112572951,1452018577,49.0
,1112572951,1452261165,15.0
,1112572951,1453823187,5.0
,1112572951,1455672220,1.0
,1112572951,1457456752,12.0
,1112572951,1458322093,1.0
,1112572951,1460293197,1.0
,1112572951,1464003276,1.0
,1112572951,1471023305,1.0
,1112572951,1471774218,1.0
,1112572951,1473974188,1.0
,1112572951,1474251370,1.0
,1112572951,1476423527,7.0
,1112572951,1476571764,3.0
,1112572951,1477304645,2.0
,1112572951,1480423705,4.0
,1112572951,1482090880,1.0
,1112572951,1483541908,5.0
,1112572951,1484840657,23.0
,1112572951,1485333887,2.0
,1112572951,1487097303,1.0
,1112572951,1489359547,1.0
,1112572951,1489900933,2.0
,1112572951,1491306939,7.0
,1112572951,1492725886,1.0
,1112572951,1492759135,122.0
,1112572951,1494842589,26.0
,1112572951,1496078848,1.0
,1112572951,1499717236,5.0
,1112572951,1511996885,1.0
,1112572951,1521996043,15.0
,1112572951,1550407306,1.0
,1112572951,1558764413,1.0
,1112572951,1559419720,1.0
,1112572951,1570664037,1.0
,1112572951,1653184212,1.0
,1112572951,1662443976,1.0
,1112572951,1704635399,4.0
,1112572951,1706108135,11.0
,1112572951,1734296280,122.0
,1112572951,1756771072,1.0
,1112572951,1762455595,1.0
,1042145898,1008079077,14.0
,1042145898,1042145898,12.0
,1042145898,1044717652,84.0
,1042145898,1046805118,8.0
,1042145898,1055562978,1.0
